WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME
1,7.13,7.13,2,7.25,7.25,3,7.36,7.36,4,7.51,7.51
1,9.09,16.22,2,9.08,16.33,3,9.07,16.43,4,9.21,16.72
1,8.69,24.91,2,8.69,25.02,3,8.69,25.12,4,8.78,25.50
1,8.90,33.81,2,8.88,33.90,3,8.79,33.91,4,8.97,34.47
1,9.13,42.934,2,9.69,43.587,0,,PEN,3,9.23,43.697
