PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
1,7.280,7.280,3,7.520,7.520,2,7.330,7.330,4,7.770,7.770
1,9.560,16.840,3,9.840,17.370,2,9.590,16.930,4,9.960,17.730
1,9.070,25.920,3,9.280,26.650,2,9.170,26.100,4,9.590,27.320
2,9.360,35.280,3,9.400,36.060,1,9.150,35.250,4,9.780,37.110
2,9.390,44.670,3,9.870,45.930,1,9.400,44.660,4,10.140,47.250
