VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME
1,7.57,7.57,2,7.68,7.68,4,8.12,8.12,3,7.85,7.85
1,9.80,17.37,2,9.81,17.49,4,9.76,17.88,3,9.75,17.60
1,9.23,26.60,2,9.25,26.74,4,9.05,26.93,3,9.22,26.82
1,9.38,35.98,2,9.32,36.06,3,9.27,36.20,4,9.43,36.25
1,9.69,45.67,2,9.70,45.76,3,9.63,45.83,4,9.66,45.890
