SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME,HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
4,7.15,7.15,1,6.94,6.94,2,7.04,7.04,5,7.48,7.48,3,7.08,7.08
4,9.26,16.41,3,9.10,16.04,2,8.98,16.02,5,9.45,16.93,1,8.86,15.94
4,8.82,25.23,3,8.74,24.78,2,8.60,24.62,5,9.12,26.05,1,8.56,24.50
4,8.92,34.15,3,8.85,33.63,2,8.59,33.21,5,8.93,34.98,1,8.56,33.06
4,9.21,43.36,3,9.15,42.78,2,8.62,41.83,5,9.57,44.55,1,8.66,41.72
