OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME
1,7.15,7.15,2,7.23,,3,7.38,7.38,4,7.46,7.46
1,9.12,16.27,2,9.19,,3,9.12,16.50,4,9.24,16.70
1,8.74,25.01,3,8.93,,2,8.79,25.29,4,8.76,25.46
1,8.91,33.92,4,9.07,,2,8.92,34.21,3,8.91,34.37
1,9.15,43.056,4,9.82,,2,9.02,43.218,3,9.77,44.121
