CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME
2,7.50,7.50,1,7.31,7.31,3,7.66,7.66,4,7.93,7.93
2,9.37,16.87,1,9.41,16.72,3,9.50,17.16,4,9.56,17.49
2,8.95,25.82,1,8.97,25.69,3,9.31,26.47,4,9.00,26.49
2,9.04,34.86,1,9.08,34.77,4,9.48,35.95,3,9.34,35.83
2,9.25,44.11,1,9.29,44.06,4,9.59,45.54,3,9.66,45.49
