Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME
2,12.888,12.888,1,12.883,12.883,3,12.994,12.994,4,13.304,13.304
2,9.655,22.543,1,9.558,22.442,3,9.696,22.689,4,9.603,22.907
2,9.664,32.207,1,9.633,32.074,3,9.617,32.306,4,9.517,32.424
2,9.593,41.800,1,9.723,41.797,3,9.659,41.965,4,9.607,42.030
2,9.398,51.198,1,9.330,51.127,3,9.411,51.376,4,9.442,51.472
1,9.065,1:00.263,2,9.305,1:00.432,3,9.311,1:00.687,4,9.357,1:00.830
1,9.377,1:09.640,3,9.397,1:09.829,4,9.472,1:10.160,2,8.930,1:09.760
1,9.198,1:18.838,3,9.298,1:19.126,4,9.846,1:20.005,2,9.118,1:18.878
1,9.403,1:28.241,3,9.458,1:28.584,4,10.373,1:30.378,2,9.436,1:28.314
