Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME
2,13.76,13.76,1,13.68,13.68,3,13.97,13.97
2,11.38,25.14,1,11.37,25.05,3,11.45,25.42
2,11.09,36.23,1,11.08,36.13,3,11.06,36.48
2,10.74,46.97,1,10.76,46.89,3,10.71,47.19
2,10.79,57.76,1,10.79,57.68,3,10.81,58.00
2,10.57,1:08.33,1,10.56,1:08.24,3,10.50,1:08.50
1,9.93,1:18.26,3,10.23,1:18.47,2,9.95,1:18.45
2,9.64,1:27.90,3,10.00,1:28.47,1,9.39,1:27.84
2,9.90,1:37.793,3,10.26,1:38.730,1,9.56,1:37.392
