Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
1,12.89,12.89,2,13.07,13.07,3,13.21,13.21,4,13.30,13.30
2,10.25,23.14,3,10.22,23.29,4,10.21,23.42,1,9.68,22.98
2,9.99,33.13,3,10.00,33.29,4,9.96,33.38,1,10.05,33.03
2,10.00,43.13,3,9.96,43.25,4,9.98,43.36,1,9.98,43.01
2,9.81,52.94,3,9.80,53.05,4,9.78,53.14,1,9.80,52.81
2,9.53,1:02.47,3,9.54,1:02.59,4,9.58,1:02.72,1,9.56,1:02.37
2,9.23,1:11.70,3,9.22,1:11.81,4,9.19,1:11.91,1,9.23,1:11.60
2,9.25,1:20.95,3,9.24,1:21.05,4,9.27,1:21.18,1,9.15,1:20.75
2,9.36,1:30.302,3,9.39,1:30.440,4,9.38,1:30.557,1,9.37,1:30.120
