Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,7.32,7.32,2,7.91,7.91,3,7.94,7.94
1,9.62,16.94,2,9.70,17.61,3,9.69,17.63
1,9.17,26.11,3,9.41,27.02,2,9.34,26.97
1,9.37,35.48,3,9.40,36.42,2,9.31,36.28
1,9.73,45.21,3,9.39,45.813,2,9.53,45.81
