MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,Cheyenne GOH POSITION,Cheyenne GOH LAP TIME,Cheyenne GOH ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME
1,7.72,7.72,2,7.87,7.87,3,8.04,8.04,4,8.05,8.05
1,9.88,17.60,2,9.91,17.78,4,10.16,18.20,3,10.01,18.06
1,9.17,26.77,2,9.48,27.26,4,9.64,27.84,3,9.33,27.39
1,9.52,36.29,3,9.74,37.00,4,10.00,37.84,2,9.49,36.88
1,9.94,46.220,3,9.94,46.928,4,10.45,48.270,2,9.90,46.772
