Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Leon FLACK POSITION,Leon FLACK LAP TIME,Leon FLACK ELAPSED TIME
2,7.113,7.113,3,7.211,7.211,1,6.920,6.920,4,7.585,7.585
2,9.387,16.500,3,9.335,16.545,1,9.229,16.148,4,9.202,16.787
2,9.015,25.515,3,9.016,25.561,1,8.983,25.131,4,9.062,25.849
3,9.388,34.902,2,9.326,34.886,1,9.104,34.235,4,9.275,35.123
2,9.45,44.348,4,9.59,44.473,1,9.58,43.815,3,9.32,44.436
