WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME
1,6.79,6.79,2,6.91,6.91,3,7.11,7.11,5,7.24,7.24,4,7.17,7.17
1,8.76,15.55,2,8.91,15.82,3,8.83,15.94,5,9.12,16.36,4,8.93,16.10
1,8.33,23.88,2,8.30,24.12,3,8.30,24.24,5,8.32,24.68,4,8.25,24.35
1,8.50,32.38,2,8.42,32.54,3,8.47,32.71,5,8.50,33.18,4,8.37,32.72
1,8.67,41.049,4,28.06,1:00.598,0,,PEN,3,8.90,42.076,2,8.61,41.326
