IVANDIC Maja POSITION,IVANDIC Maja LAP TIME,IVANDIC Maja ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME
5,14.62,14.62,3,14.33,14.33,2,14.24,14.24,4,14.40,14.40,1,14.14,
5,11.21,25.83,3,11.27,25.60,2,11.25,25.49,4,11.30,25.70,1,11.24,
5,10.99,36.82,3,10.99,36.59,2,11.01,36.50,4,10.98,36.68,1,10.99,
5,10.71,47.53,3,10.53,47.12,1,10.45,46.95,4,10.59,47.27,2,10.61,
5,10.47,58.00,2,9.82,56.94,1,9.89,56.84,4,9.94,57.21,3,10.01,
5,10.85,1:08.85,4,10.88,1:07.82,1,9.71,1:06.55,3,10.00,1:07.21,2,9.86,
5,11.43,1:20.28,4,10.57,1:18.39,1,9.64,1:16.19,3,10.37,1:17.58,2,9.57,
5,12.00,1:32.28,4,10.76,1:29.15,1,9.55,1:25.74,3,10.77,1:28.35,2,9.43,
4,12.25,1:44.530,4,11.61,1:40.76,1,9.71,1:35.45,3,10.99,1:39.34,2,9.66,
