VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME,Josephine MESCHNIK POSITION,Josephine MESCHNIK LAP TIME,Josephine MESCHNIK ELAPSED TIME
2,14.23,14.23,3,14.28,14.28,1,14.16,14.16,4,14.47,14.47
4,11.73,25.96,1,11.07,25.35,2,11.37,25.53,3,11.26,25.73
3,9.95,35.91,1,10.38,35.73,2,10.29,35.82,4,10.21,35.94
3,10.06,45.97,1,10.03,45.76,2,10.04,45.86,4,10.10,46.04
3,9.84,55.81,1,9.85,55.61,2,9.85,55.71,4,9.87,55.91
2,9.99,1:05.80,1,10.06,1:05.67,3,10.17,1:05.88,4,10.12,1:06.03
2,10.10,1:15.90,1,10.06,1:15.73,3,10.12,1:16.00,4,10.39,1:16.42
2,10.10,1:26.00,1,10.08,1:25.81,3,10.08,1:26.08,4,10.72,1:27.14
2,10.43,1:36.423,1,10.46,1:36.263,3,10.42,1:36.494,4,11.40,1:38.531
