Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Kinga KOVACS POSITION,Kinga KOVACS LAP TIME,Kinga KOVACS ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Valerie POSTRIGAN POSITION,Valerie POSTRIGAN LAP TIME,Valerie POSTRIGAN ELAPSED TIME
0,15.159,15.159,0,14.787,14.787,0,15.361,15.361,0,14.968,14.968
0,10.677,25.836,0,10.871,25.659,0,10.646,26.007,0,10.885,25.853
0,10.726,36.562,0,10.698,36.356,0,10.705,36.713,0,10.638,36.492
0,10.580,47.142,0,10.610,46.966,0,10.301,47.014,0,10.557,47.049
0,10.081,57.223,0,9.964,56.930,0,9.922,56.936,0,10.084,57.133
0,10.290,1:07.513,0,10.390,1:07.320,0,10.340,1:07.276,0,10.262,1:07.395
0,10.933,1:18.446,0,11.213,1:18.533,0,10.413,1:17.690,0,11.041,1:18.436
0,10.484,1:28.931,0,10.770,1:29.303,0,10.687,1:28.377,0,10.362,1:28.797
0,,,0,,,0,,,0,,
