Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,Natalia PLUGINA POSITION,Natalia PLUGINA LAP TIME,Natalia PLUGINA ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
1,7.59,7.59,2,7.68,7.68,3,7.80,7.80,4,7.87,7.87
1,10.08,17.67,2,10.12,17.80,3,10.03,17.83,4,10.05,17.92
1,9.55,27.22,2,9.50,27.30,4,9.68,27.51,3,9.49,27.41
1,9.71,36.93,2,9.72,37.02,4,9.72,37.23,3,9.68,37.09
1,9.86,46.789,2,9.85,46.869,3,9.77,46.991,0,,PEN
