J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Andrey MIKHASIOV POSITION,Andrey MIKHASIOV LAP TIME,Andrey MIKHASIOV ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,6.85,6.85,2,6.93,6.93,3,7.10,7.10,4,7.32,7.32
1,8.99,15.84,2,9.09,16.02,3,9.01,16.11,4,9.04,16.36
1,8.50,24.34,2,8.59,24.61,3,8.70,24.81,4,8.71,25.07
1,8.60,32.94,2,8.75,33.36,3,8.79,33.60,4,8.96,34.03
1,8.89,41.826,2,8.99,42.342,3,9.09,42.682,4,9.31,43.332
