Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Maxime FORTIN POSITION,Maxime FORTIN LAP TIME,Maxime FORTIN ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Fedor ANDREYEV POSITION,Fedor ANDREYEV LAP TIME,Fedor ANDREYEV ELAPSED TIME
2,12.77,12.77,3,12.83,12.83,1,12.59,12.59,4,13.02,13.02
2,9.79,22.56,3,9.82,22.65,1,9.88,22.47,4,9.74,22.76
1,9.55,32.11,3,9.57,32.22,2,9.70,32.17,4,9.71,32.47
1,9.33,41.44,2,9.23,41.45,3,9.47,41.64,4,9.32,41.79
1,9.14,50.58,2,9.22,50.67,3,9.15,50.79,4,9.19,50.98
1,9.10,59.68,2,9.07,59.74,3,9.08,59.87,4,9.29,1:00.27
1,9.13,1:08.81,2,9.16,1:08.90,3,9.14,1:09.01,4,9.57,1:09.84
1,9.16,1:17.97,2,9.19,1:18.09,3,9.30,1:18.31,4,9.98,1:19.82
1,9.33,1:27.298,2,9.55,1:27.632,3,9.67,1:27.973,4,10.98,1:30.799
