van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Anna JANSONE POSITION,Anna JANSONE LAP TIME,Anna JANSONE ELAPSED TIME
1,7.20,7.20,2,7.65,7.65,3,7.77,7.77,5,8.11,8.11,4,7.96,7.96
1,9.43,16.63,2,9.73,17.38,3,9.91,17.68,4,9.79,17.90,4,9.94,17.90
1,8.90,25.53,2,9.17,26.55,3,9.53,27.21,4,9.42,27.32,5,9.56,27.46
1,9.04,34.57,2,9.43,35.98,3,9.66,36.87,4,9.59,36.91,5,9.68,37.14
1,9.14,43.71,2,9.69,45.67,3,9.82,46.69,4,9.86,46.77,5,9.82,46.96
