START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
1,10.07,10.07,4,10.66,,5,10.87,10.87,2,10.20,10.20,3,10.39,10.39,6,11.04,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
1,13.62,23.69,4,13.55,,5,13.58,24.45,2,13.57,23.77,3,13.58,23.97,6,13.53,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
1,11.97,35.66,4,11.97,,6,11.87,36.32,2,12.01,35.78,3,11.99,35.96,5,11.71,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
1,11.58,47.24,4,11.34,,5,11.29,47.61,2,11.58,47.36,3,11.55,47.51,6,11.42,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
2,10.41,57.65,4,10.37,,1,9.98,57.59,3,10.39,57.75,5,10.59,58.10,6,10.63,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
1,10.11,1:07.76,3,10.12,,2,10.28,1:07.87,6,10.64,1:08.39,4,10.05,1:08.15,5,9.85,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
1,10.52,1:18.28,3,10.54,,2,10.53,1:18.40,4,10.22,1:18.61,6,10.71,1:18.86,5,10.51,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
1,10.62,1:28.90,3,10.64,,2,10.63,1:29.03,4,10.66,1:29.27,6,10.64,1:29.50,5,10.70,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
2,10.28,1:39.18,3,10.08,,1,10.06,1:39.09,4,10.18,1:39.45,6,10.38,1:39.88,5,10.26,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
2,9.70,1:48.88,3,9.65,,1,9.62,1:48.71,4,9.58,1:49.03,6,9.81,1:49.69,5,9.80,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
2,9.38,1:58.26,3,9.46,,1,9.48,1:58.19,4,9.46,1:58.49,6,9.80,1:59.49,5,9.99,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
2,9.35,2:07.61,3,9.39,,1,9.36,2:07.55,4,9.36,2:07.85,5,10.18,2:09.67,6,10.63,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
2,9.24,2:16.85,3,9.20,,1,9.17,2:16.72,4,9.31,2:17.16,5,10.35,2:20.02,6,11.52,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
2,9.28,2:26.13,3,9.42,,1,9.27,2:25.99,4,9.60,2:26.76,4,10.76,2:30.785,6,12.71,,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Heats,4
