Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,Christopher JARDEN POSITION,Christopher JARDEN LAP TIME,Christopher JARDEN ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME
3,7.13,7.13,1,6.93,6.93,4,7.60,7.60,2,7.06,7.06
3,9.27,16.40,1,8.99,15.92,4,9.91,17.51,2,8.95,16.01
3,8.84,25.24,1,8.44,24.36,4,9.56,27.07,2,8.44,24.45
3,9.07,34.31,1,8.61,32.97,4,9.64,36.71,2,8.61,33.06
3,9.27,43.58,1,8.78,41.75,4,10.33,47.04,2,8.76,41.82
