WEI Jiguang POSITION,WEI Jiguang LAP TIME,WEI Jiguang ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
2,7.020,7.020,1,6.900,6.900,4,7.210,7.210,3,7.110,7.110
2,9.460,16.490,1,9.490,16.400,4,9.570,16.780,3,9.540,16.660
1,9.040,25.530,2,9.350,25.750,4,9.020,25.810,3,9.110,25.770
2,9.280,34.820,3,9.180,34.940,1,8.890,34.700,4,9.230,35.010
2,9.290,44.110,3,9.670,44.610,1,9.090,43.800,4,9.660,44.680
