Miodrag POPOVIC POSITION,Miodrag POPOVIC LAP TIME,Miodrag POPOVIC ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Zsolt Istvan PATAKI POSITION,Zsolt Istvan PATAKI LAP TIME,Zsolt Istvan PATAKI ELAPSED TIME
1,13.508,13.508,2,13.558,13.558,4,13.815,13.815,3,13.633,13.633
4,11.049,24.557,2,10.302,23.860,3,10.629,24.444,1,9.891,23.524
4,10.365,34.922,2,9.652,33.512,3,9.490,33.934,1,9.962,33.485
4,10.910,45.831,2,9.840,43.351,3,9.558,43.491,1,9.772,43.257
4,11.296,57.127,2,9.890,53.240,3,9.998,53.488,1,9.864,53.121
4,11.224,1:08.350,1,9.983,1:03.223,3,10.006,1:03.494,2,10.118,1:03.238
4,11.750,1:20.100,1,9.916,1:13.139,3,9.874,1:13.367,2,10.041,1:13.279
4,11.866,1:31.965,2,9.870,1:23.009,1,9.563,1:22.930,3,10.044,1:23.323
4,12.17,1:44.127,2,10.37,1:33.373,1,9.70,1:32.625,3,10.35,1:33.664
