SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME
2,13.93,13.93,4,14.02,14.02,1,13.82,13.82,3,13.95,13.95
2,10.69,24.62,3,10.72,24.74,1,10.64,24.46,4,10.86,24.81
2,10.90,35.52,3,10.86,35.60,1,10.92,35.38,4,10.87,35.68
2,10.98,46.50,3,10.97,46.57,1,10.98,46.36,4,11.01,46.69
2,10.70,57.20,3,10.75,57.32,1,10.65,57.01,4,10.71,57.40
2,10.30,1:07.50,3,10.26,1:07.58,1,10.36,1:07.37,4,10.30,1:07.70
2,9.91,1:17.41,3,9.99,1:17.57,1,9.92,1:17.29,4,10.10,1:17.80
2,9.57,1:26.98,3,9.60,1:27.17,1,9.57,1:26.86,4,9.81,1:27.61
2,9.62,1:36.598,3,9.75,1:36.913,1,9.62,1:36.473,4,10.10,1:37.709
