LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME
1,6.727,6.727,3,7.081,7.081,2,6.986,6.986,4,7.329,7.329
1,9.027,15.754,2,8.812,15.893,3,9.298,16.283,4,9.633,16.962
1,8.774,24.528,2,8.832,24.725,3,8.494,24.777,4,9.249,26.211
1,8.897,33.425,2,8.827,33.552,3,8.860,33.637,4,9.342,35.553
1,9.131,42.555,3,9.253,42.805,2,8.935,42.571,4,9.602,45.155
