Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
3,13.70,13.70,4,13.72,13.72,2,13.56,13.56,1,13.44,13.44
4,9.90,23.60,2,9.68,23.40,3,9.88,23.44,1,9.82,23.26
4,9.73,33.33,2,9.61,33.01,3,9.74,33.18,1,9.65,32.91
4,9.88,43.21,2,9.98,42.99,3,9.94,43.12,1,9.96,42.87
4,9.87,53.08,2,9.83,52.82,3,9.85,52.97,1,9.85,52.72
4,9.58,1:02.66,2,9.53,1:02.35,3,9.55,1:02.52,1,9.53,1:02.25
4,9.19,1:11.85,3,9.20,1:11.55,2,9.03,1:11.55,1,9.22,1:11.47
4,9.41,1:21.26,3,9.41,1:20.96,2,9.27,1:20.82,1,9.28,1:20.75
4,9.58,1:30.838,3,9.45,1:30.406,2,9.48,1:30.297,1,9.53,1:30.274
