Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME
1,6.97,6.97,2,7.10,7.10,3,7.22,7.22,4,7.34,7.34
1,9.09,16.06,2,9.11,16.21,3,9.09,16.31,3,8.97,16.31
1,8.45,24.51,2,8.36,24.57,4,8.67,24.98,3,8.54,24.85
1,8.53,33.04,2,8.55,33.12,4,8.61,33.59,3,8.51,33.36
4,25.27,58.270,1,8.66,41.78,3,8.81,42.390,2,8.72,42.08
