Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Mariann NAGY POSITION,Mariann NAGY LAP TIME,Mariann NAGY ELAPSED TIME
3,14.469,14.469,4,14.640,14.640,2,14.287,14.287,1,14.261,14.261
3,11.291,25.760,4,11.319,25.958,1,11.295,25.582,2,11.408,25.669
2,10.305,36.065,4,10.258,36.216,1,10.300,35.882,3,10.453,36.122
3,10.159,46.223,4,10.113,46.329,1,10.214,46.096,2,10.090,46.211
3,10.397,56.619,4,10.492,56.820,1,10.359,56.455,2,10.382,56.593
2,10.365,1:06.984,4,10.267,1:07.086,1,10.403,1:06.857,3,10.405,1:06.997
3,10.196,1:17.179,1,9.877,1:16.962,2,10.231,1:17.087,4,10.424,1:17.420
3,10.195,1:27.374,1,9.673,1:26.635,2,10.276,1:27.363,4,10.496,1:27.916
3,10.40,1:37.774,1,10.56,1:37.193,2,10.22,1:37.582,4,11.07,1:38.986
