START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,12.54,12.54,2,12.67,12.67,3,13.22,13.22,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.28,21.82,2,9.34,22.01,3,9.19,22.41,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.16,30.98,2,9.17,31.18,3,9.36,31.77,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.10,40.08,2,9.12,40.30,3,9.35,41.12,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.19,49.27,2,8.99,49.29,3,9.98,51.10,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.25,58.52,2,9.30,58.59,3,9.85,1:00.95,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.26,1:07.78,2,9.32,1:07.91,3,9.53,1:10.48,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.41,1:17.19,2,9.32,1:17.23,3,10.01,1:20.49,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.37,1:26.56,2,9.57,1:26.80,3,9.08,1:29.57,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.35,1:35.91,2,9.64,1:36.44,3,9.64,1:39.21,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.25,1:45.16,2,9.09,1:45.53,3,10.07,1:49.28,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.30,1:54.46,2,9.00,1:54.53,3,10.11,1:59.39,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.32,2:03.78,2,9.55,2:04.08,3,9.61,2:09.00,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.29,2:13.07,2,9.09,2:13.17,3,10.04,2:19.04,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.23,2:22.30,2,9.28,2:22.45,3,9.17,2:28.21,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.31,2:31.61,2,9.36,2:31.81,3,9.80,2:38.01,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.06,2:40.67,2,9.24,2:41.05,3,10.05,2:48.06,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
2,9.42,2:50.09,1,9.04,2:50.09,3,11.00,2:59.06,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
2,9.46,2:59.55,1,9.41,2:59.50,3,10.48,3:09.54,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
2,9.64,3:09.19,1,9.25,3:08.75,3,9.62,3:19.16,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
2,9.43,3:18.62,1,9.34,3:18.09,3,9.94,3:29.10,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
2,9.17,3:27.79,1,9.60,3:27.69,3,9.82,3:38.92,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.42,3:37.21,2,9.64,3:37.33,3,10.39,3:49.31,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.56,3:46.77,2,9.50,3:46.83,3,10.44,3:59.75,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.42,3:56.19,2,9.52,3:56.35,3,9.77,4:09.52,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
1,9.30,4:05.49,2,10.39,4:06.74,3,10.09,4:19.61,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
2,9.30,4:14.791,1,7.83,4:14.570,3,9.83,4:29.438,2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1
