Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME
1,7.08,7.08,2,7.29,7.29,3,7.64,7.64
1,9.09,16.17,2,9.04,16.33,3,9.31,16.95
1,8.64,24.81,2,8.74,25.07,3,9.01,25.96
1,8.85,33.66,2,8.97,34.04,3,9.27,35.23
1,9.04,42.696,2,9.21,43.243,3,9.47,44.699
