Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,VOSKRESENSKIY Mikhail POSITION,VOSKRESENSKIY Mikhail LAP TIME,VOSKRESENSKIY Mikhail ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Vitali BAZYLENKO POSITION,Vitali BAZYLENKO LAP TIME,Vitali BAZYLENKO ELAPSED TIME
0,7.006,7.006,0,7.031,7.031,0,7.018,7.018,0,7.503,7.503
0,10.022,17.028,0,9.800,16.831,0,9.324,16.342,0,9.486,16.989
0,9.530,26.558,0,11.061,27.891,0,9.071,25.413,0,9.345,26.334
0,9.563,36.120,0,8.042,35.934,0,9.547,34.960,0,9.741,36.075
0,,,0,,,0,,,0,,
