Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,SEO Ho-Jin POSITION,SEO Ho-Jin LAP TIME,SEO Ho-Jin ELAPSED TIME,Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME
1,6.718,6.718,4,7.400,7.400,2,6.900,6.900,3,7.120,7.120
1,9.323,16.041,4,9.542,16.941,2,9.416,16.315,3,9.204,16.324
1,8.819,24.860,4,9.386,26.327,2,8.700,25.014,3,8.853,25.176
2,9.041,33.900,4,9.516,35.842,1,8.842,33.856,3,8.826,34.002
1,9.35,43.243,4,9.85,45.683,2,9.41,43.263,3,9.35,43.349
