Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
2,13.40,13.40,3,13.57,13.57,4,13.67,13.67,1,13.29,13.29
3,10.45,23.85,2,10.27,23.84,4,10.44,24.11,1,10.53,23.82
3,9.62,33.47,1,9.40,33.24,4,9.48,33.59,2,9.53,33.35
3,9.68,43.15,1,9.69,42.93,4,9.67,43.26,2,9.69,43.04
3,9.45,52.60,1,9.47,52.40,4,9.44,52.70,2,9.46,52.50
3,9.39,1:01.99,1,9.37,1:01.77,4,9.40,1:02.10,2,9.39,1:01.89
3,9.12,1:11.11,1,9.14,1:10.91,4,9.15,1:11.25,2,9.09,1:10.98
3,9.14,1:20.25,1,9.16,1:20.07,4,9.09,1:20.34,2,9.16,1:20.14
3,9.42,1:29.664,1,9.34,1:29.410,4,9.45,1:29.791,2,9.46,1:29.593
