WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME
3,13.13,13.13,1,12.95,12.95,5,13.54,13.54,2,13.04,13.04,4,13.22,13.22
3,10.09,23.22,1,10.01,22.96,5,9.80,23.34,2,10.02,23.06,4,10.10,23.32
3,9.77,32.99,1,9.86,32.82,5,9.80,33.14,2,9.84,32.90,4,9.69,33.01
5,10.15,43.14,1,9.93,42.75,4,9.90,43.04,2,9.96,42.86,3,9.95,42.96
4,10.00,53.14,1,9.83,52.58,3,10.01,53.05,2,9.84,52.70,5,10.48,53.44
3,10.01,1:03.15,1,9.80,1:02.38,4,10.25,1:03.30,2,9.80,1:02.50,5,11.52,1:04.96
3,9.85,1:13.00,1,9.64,1:12.02,4,10.41,1:13.71,2,9.70,1:12.20,5,11.84,1:16.80
3,10.04,1:23.04,1,9.63,1:21.65,4,10.82,1:24.53,2,9.64,1:21.84,5,12.82,1:29.62
3,10.29,1:33.330,1,9.90,1:31.547,0,,PEN,2,9.83,1:31.670,4,12.54,1:42.159
