PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
1,7.41,7.41,2,7.61,7.61,4,8.15,8.15,3,7.77,7.77
1,9.63,17.04,2,9.58,17.19,4,10.03,18.18,3,9.60,17.37
1,9.33,26.37,3,9.47,26.66,4,9.52,27.70,2,9.23,26.60
1,9.45,35.82,3,9.66,36.32,4,9.68,37.38,2,9.44,36.04
1,9.72,45.537,3,9.80,46.114,4,9.80,47.179,2,9.63,45.663
