Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME
1,7.501,7.501,3,7.775,7.775,2,7.672,7.672,4,8.086,8.086
1,9.805,17.305,2,9.676,17.451,3,9.830,17.501,4,11.073,19.158
2,9.352,26.657,3,9.456,26.906,1,9.139,26.639,4,10.526,29.684
3,9.690,36.347,1,9.240,36.145,2,9.532,36.171,4,10.596,40.279
3,9.75,46.097,2,9.69,45.835,1,9.61,45.778,4,11.17,51.444
