HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME
1,15.57,15.57,4,15.84,15.84,3,15.71,15.71,2,15.66,15.66
1,11.32,26.89,4,11.38,27.22,3,11.43,27.14,2,11.34,27.00
1,10.57,37.46,2,10.31,37.53,4,10.69,37.83,3,10.65,37.65
1,10.04,47.50,2,10.04,47.57,4,10.00,47.83,3,10.06,47.71
1,9.91,57.41,3,10.02,57.59,4,9.91,57.74,2,9.80,57.51
1,9.46,1:06.87,2,9.40,1:06.99,4,9.43,1:07.17,3,9.48,1:06.99
1,9.42,1:16.29,2,9.40,1:16.39,4,9.41,1:16.58,3,9.58,1:16.57
1,9.46,1:25.75,2,9.48,1:25.87,3,9.37,1:25.95,4,9.62,1:26.19
1,9.16,1:34.906,2,9.32,1:35.190,3,9.33,1:35.274,4,9.91,1:36.097
