NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,TALABOS Attila POSITION,TALABOS Attila LAP TIME,TALABOS Attila ELAPSED TIME,Bojan BAKA POSITION,Bojan BAKA LAP TIME,Bojan BAKA ELAPSED TIME,YATES Westley POSITION,YATES Westley LAP TIME,YATES Westley ELAPSED TIME,CHANG Hyun Woo POSITION,CHANG Hyun Woo LAP TIME,CHANG Hyun Woo ELAPSED TIME
1,12.72,12.72,3,13.15,13.15,5,14.16,,4,13.28,13.28,2,13.03,13.03
1,9.35,22.07,3,9.35,22.50,5,10.53,,4,9.42,22.70,2,9.35,22.38
1,9.15,31.22,3,9.03,31.53,5,10.37,,4,9.09,31.79,2,9.05,31.43
1,9.33,40.55,3,9.28,40.81,5,10.40,,4,9.17,40.96,2,9.28,40.71
1,9.32,49.87,3,9.25,50.06,5,10.89,,4,9.31,50.27,2,9.24,49.95
2,9.46,59.33,2,9.27,59.33,5,11.55,,4,9.43,59.70,1,9.20,59.15
3,9.60,1:08.93,2,9.08,1:08.41,5,12.04,,4,9.61,1:09.31,1,9.13,1:08.28
3,10.02,1:18.95,2,9.38,1:17.79,5,12.31,,4,9.94,1:19.25,1,9.31,1:17.59
0,10.24,1:29.19,2,9.29,1:27.08,5,12.43,,0,9.97,1:29.22,1,9.42,1:27.01
