WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,IVLIEV Konstantin POSITION,IVLIEV Konstantin LAP TIME,IVLIEV Konstantin ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME
1,6.66,6.66,2,6.83,6.83,3,6.95,6.95,5,7.23,7.23,4,6.98,6.98
1,8.45,15.11,2,8.55,15.38,3,8.68,15.63,5,8.78,16.01,4,8.93,15.91
1,8.03,23.14,2,8.07,23.45,3,8.29,23.92,5,8.29,24.30,4,8.22,24.13
1,8.20,31.34,2,8.27,31.72,4,8.48,32.40,5,8.23,32.53,3,8.25,32.38
1,8.42,39.76,2,8.43,40.15,5,10.10,42.505,4,8.65,41.189,3,8.44,40.82
