Tarik OMERAGIC POSITION,Tarik OMERAGIC LAP TIME,Tarik OMERAGIC ELAPSED TIME,Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
4,16.96,,3,16.78,16.78,2,16.62,16.62,1,16.42,16.42
4,12.91,,3,12.94,29.72,2,12.95,29.57,1,12.93,29.35
4,12.11,,3,12.10,41.82,2,12.13,41.70,1,12.20,41.55
4,11.05,,3,11.06,52.88,2,11.06,52.76,1,11.08,52.63
4,10.10,,3,10.11,1:02.99,2,9.97,1:02.73,1,9.96,1:02.59
4,9.47,,3,9.55,1:12.54,2,9.14,1:11.87,1,9.19,1:11.78
3,10.09,,4,10.29,1:22.83,1,8.78,1:20.65,2,8.91,1:20.69
3,9.88,,4,9.86,1:32.69,1,8.75,1:29.40,2,8.87,1:29.56
3,10.12,,3,10.04,1:42.738,1,8.94,1:38.348,2,8.98,1:38.541
