HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
2,6.93,6.93,1,6.71,6.71,3,6.97,6.97,4,7.12,7.12,5,7.29,7.29
2,8.88,15.81,1,8.90,15.61,3,9.13,16.10,4,9.11,16.23,5,8.95,16.24
2,8.37,24.18,1,8.47,24.08,3,8.44,24.54,5,8.67,24.90,4,8.47,24.71
2,8.63,32.81,1,8.64,32.72,3,8.56,33.10,5,8.65,33.55,4,8.59,33.30
2,8.86,41.660,1,8.90,41.615,3,8.66,41.750,5,8.90,42.441,4,8.61,41.904
