Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
1,6.82,6.82,2,6.92,6.92,4,7.17,7.17,3,7.07,7.07
1,9.08,15.90,2,9.07,15.99,4,9.08,16.25,3,9.01,16.08
1,8.59,24.49,2,8.57,24.56,4,8.61,24.86,3,8.61,24.69
1,8.69,33.18,2,8.69,33.25,4,8.69,33.55,3,8.68,33.37
1,9.02,42.191,2,9.10,42.346,3,8.93,42.480,0,,PEN
