ZHANG Juju POSITION,ZHANG Juju LAP TIME,ZHANG Juju ELAPSED TIME,KANG Yun-Mi POSITION,KANG Yun-Mi LAP TIME,KANG Yun-Mi ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Karolina REGUCKA POSITION,Karolina REGUCKA LAP TIME,Karolina REGUCKA ELAPSED TIME
0,7.341,7.341,0,8.672,8.672,0,8.311,8.311,0,8.256,8.256
0,10.107,17.448,0,10.720,19.391,0,10.378,18.689,0,11.416,19.672
0,9.897,27.345,0,9.628,29.020,0,9.785,28.474,0,8.750,28.422
0,9.967,37.312,0,9.552,38.572,0,9.919,38.392,0,9.865,38.288
0,,,0,,,0,,,0,,
