Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Jessica AUSMA POSITION,Jessica AUSMA LAP TIME,Jessica AUSMA ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME
1,7.49,7.49,2,7.85,7.85,3,7.94,7.94,4,8.08,8.08
1,9.85,17.34,2,9.99,17.84,3,10.10,18.04,4,10.12,18.20
1,9.66,27.00,2,9.56,27.40,3,9.49,27.53,4,9.76,27.96
1,9.46,36.46,2,9.32,36.72,3,9.32,36.85,4,9.74,37.70
1,9.68,46.132,2,9.59,46.307,3,9.51,46.360,4,10.18,47.872
