PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Carly WILSON POSITION,Carly WILSON LAP TIME,Carly WILSON ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
2,7.700,7.700,1,7.500,7.500,3,7.750,7.750,4,7.790,7.790
2,9.890,17.590,1,9.880,17.380,3,9.880,17.640,4,9.900,17.700
2,9.380,26.980,1,9.580,26.970,3,9.460,27.100,4,9.450,27.160
2,9.600,36.590,1,9.480,36.450,3,9.580,36.690,4,9.570,36.730
2,9.910,46.500,3,10.050,46.510,1,9.780,46.470,4,9.880,46.620
