CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME
3,13.91,13.91,1,13.72,13.72,4,14.03,14.03,2,13.81,,6,14.17,14.17,5,14.05,14.05
3,10.94,24.85,1,11.02,24.74,4,10.94,24.97,2,11.03,,6,11.11,25.28,5,11.12,25.17
1,9.76,34.61,2,9.96,34.70,4,9.85,34.82,2,9.86,,6,9.67,34.95,5,9.73,34.90
2,9.61,44.22,1,9.34,44.04,3,9.53,44.35,4,9.76,,6,9.79,44.74,5,9.69,44.59
2,9.71,53.93,1,9.84,53.88,3,9.60,53.95,6,10.18,,4,9.50,54.24,5,9.66,54.25
1,9.42,1:03.35,2,9.58,1:03.46,3,9.69,1:03.64,6,9.87,,4,9.49,1:03.73,5,9.62,1:03.87
1,9.73,1:13.08,2,9.73,1:13.19,5,9.81,1:13.45,6,10.07,,3,9.61,1:13.34,4,9.56,1:13.43
1,9.73,1:22.81,2,9.76,1:22.95,5,10.08,1:23.53,6,10.45,,3,9.70,1:23.04,4,10.03,1:23.46
1,9.80,1:32.61,2,9.77,1:32.72,4,10.23,1:33.751,6,10.74,,3,9.76,1:32.780,5,10.48,1:33.919
