Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,Neli TSANKOVA POSITION,Neli TSANKOVA LAP TIME,Neli TSANKOVA ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME
1,7.08,7.08,2,7.55,7.55,4,8.12,8.12,3,7.65,7.65
1,9.38,16.46,2,9.71,17.26,4,10.00,18.12,3,9.73,17.38
1,8.93,25.39,2,9.11,26.37,4,9.48,27.60,3,9.09,26.47
1,9.11,34.50,3,9.24,35.61,4,9.75,37.35,2,9.06,35.53
1,9.24,43.735,3,9.63,45.235,4,10.15,47.499,2,9.63,45.159
