Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,WEI Jiguang POSITION,WEI Jiguang LAP TIME,WEI Jiguang ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,6.420,6.420,2,6.840,6.840,3,7.010,7.010,4,7.160,7.160
1,9.160,15.580,3,9.090,15.940,2,8.910,15.930,4,9.300,16.460
1,9.010,24.600,2,8.820,24.760,3,8.860,24.790,4,9.140,25.600
1,8.840,33.440,2,8.830,33.590,3,8.950,33.750,4,9.290,34.900
1,9.240,42.690,3,9.380,42.970,2,9.140,42.890,4,9.750,44.650
