SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Chika ISHIDA POSITION,Chika ISHIDA LAP TIME,Chika ISHIDA ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME
1,7.32,7.32,2,7.53,7.53,4,7.85,7.85,3,7.54,7.54
1,9.71,17.04,2,9.59,17.12,4,9.65,17.50,3,9.68,17.22
3,9.50,26.54,2,9.22,26.35,4,9.30,26.80,1,9.08,26.30
1,8.78,35.33,3,9.23,35.59,4,9.39,36.20,2,9.28,35.59
1,9.64,44.961,2,9.58,45.169,4,9.70,45.898,3,9.67,45.253
