FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
1,7.380,7.380,2,7.540,7.540,4,7.890,7.890,3,7.630,7.630
1,9.840,17.220,2,9.810,17.360,4,10.360,18.250,3,9.810,17.440
2,9.640,26.870,1,9.440,26.800,4,9.690,27.940,3,9.520,26.970
1,9.380,36.250,2,9.640,36.440,4,10.020,37.970,3,9.580,36.560
1,9.730,45.980,2,9.630,46.070,4,10.330,48.300,3,9.850,46.410
