Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Konrad NAGY POSITION,Konrad NAGY LAP TIME,Konrad NAGY ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME
1,14.89,14.89,5,15.41,15.41,4,15.34,15.34,2,14.99,14.99,3,15.21,15.21
2,11.01,25.90,3,10.52,25.93,5,10.86,26.20,1,10.88,25.87,4,10.93,26.14
2,9.83,35.73,3,9.97,35.90,4,9.80,36.00,1,9.84,35.71,5,10.03,36.17
1,9.27,45.00,3,9.41,45.31,4,9.32,45.32,2,9.40,45.11,5,9.54,45.71
1,9.30,54.30,4,9.25,54.56,3,9.16,54.48,2,9.27,54.38,5,9.50,55.21
1,9.37,1:03.67,4,9.46,1:04.02,3,9.37,1:03.85,2,9.36,1:03.74,5,9.72,1:04.93
1,9.35,1:13.02,4,9.31,1:13.33,3,9.35,1:13.20,2,9.35,1:13.09,5,10.00,1:14.93
1,9.34,1:22.36,4,9.57,1:22.90,3,9.36,1:22.56,2,9.37,1:22.46,5,10.29,1:25.22
1,9.50,1:31.853,4,10.01,1:32.907,3,9.53,1:32.089,2,9.61,1:32.071,5,10.70,1:35.912
