Dmitry VASILENKO POSITION,Dmitry VASILENKO LAP TIME,Dmitry VASILENKO ELAPSED TIME,Julien MORELLE POSITION,Julien MORELLE LAP TIME,Julien MORELLE ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME
2,6.886,6.886,5,7.214,7.214,3,6.892,6.892,1,6.863,6.863,4,7.035,7.035
2,9.531,16.416,5,9.720,16.933,4,9.777,16.669,1,9.280,16.143,3,9.392,16.427
1,9.110,25.526,5,9.018,25.950,4,9.212,25.880,2,9.428,25.571,3,9.243,25.670
3,9.621,35.146,5,9.410,35.360,2,9.232,35.112,1,9.450,35.021,4,9.521,35.190
2,9.75,44.894,4,9.71,45.070,1,9.43,44.538,5,10.76,45.779,3,9.79,44.973
