KIM Geon Hee POSITION,KIM Geon Hee LAP TIME,KIM Geon Hee ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME
2,7.55,7.55,1,7.42,7.42,4,7.92,7.92,3,7.76,7.76
2,9.41,16.96,1,9.38,16.80,4,9.62,17.54,3,9.38,17.14
2,8.86,25.82,1,8.72,25.52,4,9.40,26.94,3,8.88,26.02
2,8.92,34.74,1,8.87,34.39,4,9.51,36.45,3,8.87,34.89
2,9.10,43.84,1,9.02,43.41,4,9.84,46.29,3,9.08,43.97
