LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
0,,,3,12.50,12.50,1,12.11,12.11,2,12.16,12.16
0,,,3,9.21,21.71,1,9.33,21.45,2,9.50,21.66
0,,,3,9.40,31.11,1,9.46,30.91,2,9.42,31.09
0,,,3,9.48,40.60,1,9.42,40.34,2,9.39,40.48
0,,,3,9.59,50.20,1,9.68,50.03,2,9.58,50.06
0,,,3,9.76,59.96,1,9.72,59.75,2,9.87,59.93
0,,,1,9.64,1:09.60,3,10.07,1:09.82,2,9.84,1:09.78
0,,,1,9.68,1:19.28,3,10.38,1:20.20,2,10.22,1:20.01
0,,DNS,1,10.42,1:29.693,3,10.77,1:30.969,2,10.52,1:30.530
