Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
2,14.00,14.00,3,14.20,14.20,4,14.27,14.27,1,13.91,13.91
2,11.23,25.24,4,11.19,25.39,3,11.07,25.35,1,11.07,24.98
2,10.95,36.19,3,10.88,36.28,4,11.02,36.37,1,11.11,36.10
2,10.28,46.47,3,10.34,46.62,4,10.35,46.72,1,10.25,46.36
2,9.87,56.35,4,10.05,56.67,3,9.84,56.57,1,9.92,56.28
1,9.94,1:06.29,3,9.79,1:06.47,4,9.97,1:06.55,2,10.11,1:06.40
1,9.94,1:16.23,2,9.88,1:16.35,3,9.90,1:16.45,4,10.49,1:16.89
1,10.09,1:26.33,3,10.22,1:26.58,2,10.08,1:26.54,4,11.24,1:28.13
1,10.53,1:36.855,2,10.35,1:36.929,3,10.64,1:37.172,4,11.68,1:39.810
