SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME
3,15.539,15.539,2,15.442,15.442,4,15.700,15.700,1,15.131,15.131
3,11.484,27.023,2,11.567,27.010,4,11.373,27.073,1,11.579,26.710
4,10.129,37.152,3,10.117,37.126,2,9.806,36.879,1,10.112,36.822
4,9.675,46.827,1,9.491,46.618,2,9.837,46.716,3,9.956,46.778
3,9.594,56.421,1,9.636,56.254,2,9.575,56.291,0,,
4,9.827,1:06.248,1,9.722,1:05.975,3,9.770,1:06.061,2,,1:05.990
4,9.609,1:15.856,2,9.674,1:15.649,3,9.689,1:15.750,1,9.655,1:15.645
1,9.627,1:25.483,2,9.869,1:25.518,3,9.815,1:25.565,4,9.926,1:25.571
1,9.531,1:35.014,3,9.990,1:35.508,2,9.920,1:35.485,4,10.123,1:35.694
