Triphop THONGNGAM POSITION,Triphop THONGNGAM LAP TIME,Triphop THONGNGAM ELAPSED TIME,Luca LOEFFLER POSITION,Luca LOEFFLER LAP TIME,Luca LOEFFLER ELAPSED TIME,Georgi ORLOV POSITION,Georgi ORLOV LAP TIME,Georgi ORLOV ELAPSED TIME,Petko DAPCHEV POSITION,Petko DAPCHEV LAP TIME,Petko DAPCHEV ELAPSED TIME,Aaron HEO POSITION,Aaron HEO LAP TIME,Aaron HEO ELAPSED TIME
2,7.44,7.44,1,7.12,7.12,4,7.55,7.55,5,8.14,8.14,3,7.45,7.45
4,9.71,17.15,1,9.36,16.48,3,9.58,17.13,5,10.89,19.03,2,9.23,16.68
4,9.70,26.85,2,9.20,25.68,3,9.29,26.42,5,11.03,30.06,1,8.98,25.66
4,9.70,36.55,2,9.81,35.49,3,9.32,35.74,5,11.15,41.21,1,9.58,35.24
4,9.85,46.40,2,9.53,45.02,3,9.48,45.22,5,11.35,52.56,1,9.55,44.79
