CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,EARLE Marissa POSITION,EARLE Marissa LAP TIME,EARLE Marissa ELAPSED TIME
2,15.247,15.247,4,15.764,15.764,1,15.103,15.103,3,15.390,15.390
2,13.551,28.798,3,13.163,28.927,1,13.350,28.453,4,13.567,28.956
3,11.069,39.866,1,10.602,39.530,2,11.190,39.643,4,11.052,40.009
3,10.209,50.075,2,10.360,49.890,1,10.136,49.779,4,10.144,50.152
3,10.323,1:00.398,2,10.435,1:00.325,1,10.457,1:00.236,4,10.309,1:00.461
1,9.736,1:10.134,3,10.008,1:10.333,2,9.996,1:10.231,4,10.186,1:10.647
1,9.825,1:19.959,3,9.999,1:20.332,2,9.766,1:19.997,4,11.479,1:22.126
2,10.061,1:30.020,3,9.991,1:30.323,1,9.659,1:29.656,4,11.699,1:33.825
2,10.037,1:40.057,3,10.104,1:40.427,1,9.809,1:39.465,4,12.304,1:46.129
