Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Lisette BRILMAN POSITION,Lisette BRILMAN LAP TIME,Lisette BRILMAN ELAPSED TIME,SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME
1,16.702,16.702,3,17.018,17.018,2,16.927,16.927,4,17.283,17.283
1,12.608,29.310,3,12.396,29.414,2,12.407,29.333,4,12.444,29.727
1,12.235,41.545,2,12.134,41.548,3,12.294,41.627,4,12.182,41.910
2,11.028,52.573,1,11.007,52.555,3,11.035,52.662,4,11.102,53.012
2,10.530,1:03.103,3,10.599,1:03.153,4,10.640,1:03.302,1,10.061,1:03.072
1,9.853,1:12.956,3,9.877,1:13.030,4,9.948,1:13.250,2,9.908,1:12.980
3,15.636,1:28.593,4,22.735,1:35.766,2,10.380,1:23.630,1,9.990,1:22.970
3,15.076,1:43.669,4,21.357,1:57.123,2,10.708,1:34.337,1,10.209,1:33.179
3,12.159,1:55.827,4,13.545,2:10.667,2,11.395,1:45.733,1,10.458,1:43.638
