Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME
1,12.88,12.88,2,13.06,13.06,3,13.24,13.24,4,13.34,13.34
1,10.03,22.91,2,9.92,22.99,4,10.04,23.29,3,9.89,23.24
1,9.52,32.43,2,9.51,32.50,3,9.46,32.75,4,9.56,32.80
1,9.23,41.66,2,9.33,41.84,3,9.20,41.95,4,9.18,41.98
1,9.25,50.92,3,9.20,51.04,2,9.06,51.02,4,9.18,51.16
1,9.10,1:00.02,4,9.35,1:00.40,2,9.29,1:00.31,3,9.23,1:00.40
1,9.20,1:09.22,4,9.24,1:09.65,3,9.14,1:09.46,2,9.02,1:09.42
3,9.37,1:18.60,4,9.49,1:19.14,2,8.95,1:18.41,1,8.82,1:18.25
3,9.45,1:28.047,4,10.18,1:29.318,1,9.14,1:27.543,2,9.40,1:27.647
