Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME
2,7.220,7.220,4,8.290,8.290,3,7.670,7.670,1,7.030,7.030
2,9.750,16.980,4,9.920,18.210,3,9.430,17.110,1,9.280,16.310
2,9.230,26.220,4,9.330,27.550,3,9.570,26.680,1,9.320,25.630
2,9.480,35.700,4,9.310,36.870,3,9.540,36.220,1,9.270,34.900
3,9.930,45.630,4,10.620,47.490,2,9.200,45.430,1,9.610,44.520
