Lucie SVITILOVA POSITION,Lucie SVITILOVA LAP TIME,Lucie SVITILOVA ELAPSED TIME,Ekaterina STUKANOV POSITION,Ekaterina STUKANOV LAP TIME,Ekaterina STUKANOV ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Kristen BIONDO POSITION,Kristen BIONDO LAP TIME,Kristen BIONDO ELAPSED TIME
4,14.884,14.884,5,15.150,15.150,2,14.705,14.705,1,14.691,14.691,3,14.845,14.845
4,11.041,25.924,5,10.949,26.098,2,11.016,25.720,1,10.679,25.370,3,10.924,25.769
4,10.412,36.336,5,10.298,36.396,3,10.549,36.269,1,10.566,35.936,2,10.465,36.234
3,11.009,47.344,5,11.093,47.489,2,10.795,47.063,1,10.891,46.826,4,11.147,47.381
4,10.703,58.047,5,10.691,58.180,2,10.734,57.796,1,10.967,57.793,3,10.477,57.857
4,10.094,1:08.140,5,10.196,1:08.375,2,9.938,1:07.734,1,9.883,1:07.675,3,10.096,1:07.953
4,10.166,1:18.306,5,10.056,1:18.431,2,9.898,1:17.631,1,9.807,1:17.482,3,9.882,1:17.834
4,10.496,1:28.802,5,10.583,1:29.013,1,9.871,1:27.502,2,10.181,1:27.663,3,9.864,1:27.698
5,11.20,1:39.995,4,10.76,1:39.771,3,10.52,1:38.015,1,10.23,1:37.891,2,10.27,1:37.967
