Gloria IORIATTI POSITION,Gloria IORIATTI LAP TIME,Gloria IORIATTI ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,Kalina GIUROVA POSITION,Kalina GIUROVA LAP TIME,Kalina GIUROVA ELAPSED TIME,IZAFATAVA Hanna POSITION,IZAFATAVA Hanna LAP TIME,IZAFATAVA Hanna ELAPSED TIME
1,7.78,7.78,4,8.34,8.34,2,7.87,7.87,5,8.60,8.60,3,8.02,8.02
1,10.04,17.82,4,10.36,18.70,2,10.01,17.88,5,11.03,19.63,3,10.01,18.03
2,9.67,27.49,4,9.69,28.39,1,9.45,27.33,5,10.57,30.20,3,9.56,27.59
2,9.50,36.99,4,9.81,38.20,1,9.60,36.93,5,10.88,41.08,3,9.53,37.12
0,,PHOTO,4,10.02,48.22,1,9.79,46.72,5,11.18,52.243,0,,PHOTO
